,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
181,Miss Monique,Eclipse,0.635,0.84,11.0,-8.941,0.0,0.0375,0.00126,0.659,0.081,0.0349,124.019,317419.0,4.0
182,Far From Home,Epiphany,0.75,0.502,9.0,-13.499,1.0,0.0383,0.358,0.939,0.087,0.0452,125.994,403929.0,4.0
183,Rafael Cerato,Cocobolo,0.782,0.885,10.0,-7.329,0.0,0.0732,0.0376,0.852,0.109,0.217,123.008,364918.0,4.0
184,Fat Cosmoe,Places,0.724,0.753,10.0,-9.469,0.0,0.0503,0.0799,0.859,0.111,0.0632,124.977,433993.0,4.0
185,Cosmic Gate,Blame - Pavel Khvaleev Extended Remix,0.666,0.916,8.0,-7.445,0.0,0.0524,0.0758,0.882,0.0964,0.234,123.983,415352.0,4.0
186,Innellea,Loss Of Hope,0.682,0.927,5.0,-6.129,0.0,0.0373,0.133,0.842,0.0918,0.113,122.998,439024.0,4.0
187,ARTBAT,Age of Love - ARTBAT Rave Mix,0.566,0.774,6.0,-9.427,0.0,0.0644,0.0284,0.896,0.0562,0.0288,124.988,445440.0,4.0
188,Mind Against,Reveries,0.749,0.598,10.0,-10.481,0.0,0.0409,0.00381,0.876,0.111,0.153,124.988,395133.0,4.0
189,Four Hands (GER),Everlasting World - Massano Remix,0.604,0.794,10.0,-10.852,0.0,0.0449,0.326,0.894,0.145,0.333,123.992,394839.0,4.0
190,MEDUZA,Tell It To My Heart (feat. Hozier) - Fideles Remix,0.816,0.484,11.0,-6.685,0.0,0.0318,0.0174,0.451,0.108,0.634,122.024,232131.0,4.0
191,Monolink,Under Dark - Innellea Remix,0.772,0.733,11.0,-9.406,0.0,0.0573,0.3,0.453,0.106,0.457,120.005,405887.0,4.0
192,Anyma,Angel 1,0.614,0.887,10.0,-6.724,0.0,0.0558,0.000917,0.88,0.0959,0.0395,121.986,346587.0,4.0
193,Stephan Bodzin,Boavista - Innellea's Arp Attachement,0.689,0.773,0.0,-7.786,0.0,0.0507,0.0668,0.794,0.103,0.138,123.995,408003.0,4.0
194,Fat Sushi,Alone,0.663,0.799,7.0,-5.838,1.0,0.049,0.00014,0.771,0.327,0.514,123.039,258340.0,4.0
195,Colyn,Obnoxious Desire,0.746,0.485,11.0,-8.462,0.0,0.0555,0.193,0.893,0.0949,0.405,123.995,451394.0,4.0
196,Anyma,Reminding,0.605,0.666,0.0,-11.745,1.0,0.041,0.0737,0.593,0.0962,0.443,128.002,323535.0,4.0
197,Beswerda,Turmoil,0.806,0.767,9.0,-9.8,1.0,0.0832,0.00128,0.843,0.105,0.129,124.005,374790.0,4.0
198,Josh Gigante,Attention Seeker,0.705,0.732,0.0,-7.177,1.0,0.0454,0.000177,0.867,0.0701,0.0572,123.007,327880.0,4.0
199,Kiberu,Ufzag,0.796,0.831,1.0,-9.882,1.0,0.071,0.0237,0.864,0.0839,0.039,119.99,485854.0,4.0
200,Goom Gum,Starboy,0.798,0.682,5.0,-10.714,1.0,0.0541,0.00421,0.922,0.076,0.0706,121.994,428909.0,4.0
201,Coeus,Alea,0.739,0.692,7.0,-9.29,1.0,0.0471,0.000449,0.841,0.124,0.0765,122.997,344246.0,4.0
202,Colyn,Pursuit of Happiness,0.808,0.9,10.0,-9.629,0.0,0.0472,7.34e-05,0.925,0.0829,0.285,122.001,291178.0,4.0
203,Goom Gum,Oracle,0.693,0.793,1.0,-7.564,1.0,0.0484,0.0167,0.887,0.0856,0.28,122.98,380547.0,4.0
204,Massano,Tangible,0.711,0.465,7.0,-14.344,0.0,0.0569,0.281,0.878,0.0986,0.139,126.022,409744.0,4.0
205,Eli & Dani,What Do You Know,0.754,0.555,1.0,-10.287,1.0,0.054,0.0182,0.796,0.111,0.295,122.993,425366.0,4.0
206,Massano,Velocita' - Original mix,0.611,0.717,5.0,-10.13,0.0,0.0447,0.00748,0.836,0.277,0.0296,127.001,381750.0,4.0
207,Agents Of Time,The Mirage,0.724,0.866,10.0,-7.028,0.0,0.0448,0.0658,0.923,0.103,0.525,126.0,371903.0,4.0
208,Max von Sternberg,Forgiveness - Innellea's CP Needs More Interfering Noise Remix,0.768,0.463,10.0,-10.083,0.0,0.0381,0.00861,0.773,0.0979,0.0881,125.018,395312.0,4.0
209,Rafael Cerato,Remini,0.613,0.703,0.0,-6.867,0.0,0.033,0.0115,0.722,0.0553,0.352,119.996,460188.0,4.0
210,BØRÅ,BIRTH,0.678,0.683,10.0,-11.96,0.0,0.0464,0.0304,0.871,0.111,0.0703,123.012,517211.0,4.0
211,Cherry (UA),Sirena,0.779,0.757,7.0,-6.953,1.0,0.0605,0.000918,0.9,0.157,0.0345,121.99,255817.0,4.0
212,Daniele Di Martino,Naos,0.71,0.819,7.0,-8.186,1.0,0.0493,0.000222,0.731,0.0765,0.183,121.978,367377.0,4.0
213,Far From Home,The Ents,0.802,0.701,7.0,-11.712,1.0,0.0453,0.00344,0.873,0.0835,0.0394,125.991,342976.0,4.0
214,Erly Tepshi,Dune,0.712,0.8,2.0,-11.743,1.0,0.0402,0.000119,0.862,0.146,0.0274,126.018,319934.0,4.0
215,Michael Hooker,Sirens Call - Anakim Remix,0.804,0.657,1.0,-9.532,1.0,0.0481,0.00446,0.862,0.1,0.0636,124.008,466573.0,4.0
216,Lunar Plane,Aegean,0.797,0.645,2.0,-7.829,1.0,0.0527,0.191,0.884,0.0802,0.0637,124.015,457492.0,4.0
217,Enamour,Red Room,0.623,0.906,1.0,-8.206,1.0,0.0505,0.00236,0.9,0.139,0.178,126.008,299048.0,4.0
218,Space Motion,Sadness - Original Mix,0.763,0.857,7.0,-8.992,1.0,0.063,0.0476,0.889,0.0953,0.104,122.005,420984.0,4.0
219,Øostil,Safe - Citizen Kain Remix,0.875,0.671,2.0,-7.16,1.0,0.0421,0.000815,0.836,0.111,0.0851,124.994,380160.0,4.0
220,Far From Home,Gates to Atlantis,0.729,0.596,9.0,-12.752,1.0,0.0409,0.0104,0.868,0.193,0.0381,125.997,419167.0,4.0
221,D-Formation,Ares,0.721,0.915,8.0,-9.652,0.0,0.0367,0.00043,0.878,0.1,0.0383,125.006,284160.0,4.0
222,Adriatique,Home,0.612,0.767,2.0,-5.972,0.0,0.0317,0.33,0.221,0.353,0.0458,120.018,330500.0,4.0
223,Howling,Need You Now - Adriatique Remix,0.676,0.604,5.0,-7.078,0.0,0.0443,0.00262,0.8,0.106,0.421,123.006,380864.0,3.0
224,Q.U.A.K.E,Dance with Me - Original Mix,0.744,0.85,1.0,-8.824,1.0,0.0442,0.00168,0.9,0.103,0.379,124.003,371626.0,4.0
225,Baime,The Damned - 2021 Raw Edit,0.716,0.627,7.0,-11.673,1.0,0.0424,0.00207,0.855,0.062,0.125,122.008,475350.0,4.0
226,Artaria,Fatum,0.784,0.469,2.0,-12.874,1.0,0.0646,0.0111,0.916,0.126,0.0302,121.99,463770.0,4.0
227,19:26,22 Police,0.757,0.322,1.0,-9.436,1.0,0.055,0.00285,0.755,0.103,0.172,124.995,336189.0,4.0
228,Andrewboy,The Moment,0.698,0.949,7.0,-8.107,1.0,0.0376,0.104,0.834,0.323,0.192,123.99,286452.0,4.0
229,Alfa Romero,You Killed The Sun,0.699,0.677,1.0,-12.879,0.0,0.0436,0.3,0.886,0.11,0.276,126.02,462179.0,4.0
230,ENØS,The Profane,0.697,0.566,2.0,-11.571,1.0,0.0564,0.0324,0.856,0.114,0.187,123.992,352915.0,4.0
231,Q.U.A.K.E,Unity,0.641,0.885,11.0,-9.477,0.0,0.0389,0.00186,0.732,0.145,0.0801,122.984,259065.0,4.0
232,Hollt,Orbital Love - Extended Mix,0.755,0.598,11.0,-10.132,0.0,0.0505,0.0152,0.815,0.0533,0.0349,121.017,422983.0,4.0
233,Seleck,Pulsar - Original Mix,0.624,0.974,10.0,-6.238,0.0,0.043,0.000346,0.727,0.19,0.0388,125.016,235743.0,4.0
234,Madd Rod,Geada,0.811,0.41,4.0,-10.605,0.0,0.0931,0.00683,0.928,0.0978,0.039,120.998,270040.0,4.0
235,Casper Cole,Fortuna,0.685,0.77,5.0,-8.97,0.0,0.0445,0.00678,0.882,0.0898,0.316,122.998,312230.0,4.0
236,Eelke Kleijn,You - Frankey & Sandrino Remix,0.544,0.722,10.0,-9.938,0.0,0.0336,0.0365,0.707,0.115,0.114,122.949,264192.0,4.0
237,Morttagua,The Parallel - Miss Monique Remix,0.713,0.836,11.0,-8.296,1.0,0.0425,0.119,0.883,0.0855,0.0409,122.004,426885.0,4.0
238,Esoteric Circle,Glamorama,0.787,0.795,2.0,-7.826,1.0,0.0391,0.00241,0.884,0.111,0.108,124.005,374078.0,4.0
239,Rodriguez Jr.,An Evidence Of Time - Claude VonStroke Remix,0.961,0.536,0.0,-10.647,1.0,0.209,0.0285,0.895,0.118,0.412,124.001,394479.0,4.0
240,Adam Beyer,Data Point,0.8,0.875,2.0,-6.307,1.0,0.0641,0.00121,0.755,0.0967,0.0687,127.006,410079.0,4.0
241,Echonomist,Panic Attack,0.797,0.739,10.0,-9.024,0.0,0.0491,0.00406,0.866,0.0833,0.0378,120.003,389500.0,4.0
242,Agoria,What If Earth Would Turn Faster - Damian Lazarus Re-Shape,0.806,0.759,1.0,-9.688,0.0,0.0475,0.00491,0.848,0.0905,0.354,121.015,486205.0,4.0
243,Rebūke,Along Came Polly - Original Mix,0.825,0.595,0.0,-9.393,1.0,0.0669,0.00107,0.94,0.0578,0.0781,124.003,389039.0,4.0
244,Rebūke,The Pipe,0.847,0.75,7.0,-7.811,1.0,0.074,0.0526,0.924,0.0886,0.375,125.992,339317.0,4.0
245,widerberg,Rage,0.803,0.844,8.0,-11.286,1.0,0.134,0.00106,0.902,0.117,0.0322,121.993,261639.0,4.0
246,Age Of Love,The Age Of Love - Charlotte de Witte & Enrico Sangiuliano Remix,0.748,0.909,5.0,-8.322,0.0,0.0505,0.0576,0.89,0.0945,0.0617,130.0,489480.0,4.0
247,Lampe,In My Head - Original Mix,0.799,0.749,0.0,-8.101,1.0,0.0701,0.00323,0.839,0.0855,0.376,126.013,321014.0,4.0
248,Layton Giordani,Hyper World,0.745,0.832,7.0,-6.217,1.0,0.0728,0.00243,0.901,0.11,0.0806,131.023,385191.0,4.0
249,Amelie Lens,Follow,0.725,0.908,7.0,-8.798,1.0,0.0345,0.0375,0.822,0.108,0.134,128.006,337500.0,4.0
250,Can Durmus,Blinding Lights,0.734,0.898,1.0,-7.867,1.0,0.0403,0.00155,0.906,0.0877,0.262,125.001,234240.0,4.0
251,Eli Brown,Believe,0.789,0.976,3.0,-5.886,1.0,0.057,0.0065,0.849,0.0639,0.258,131.99,408669.0,4.0
252,Tostone,In The Light,0.586,0.914,4.0,-6.936,1.0,0.0456,0.0563,0.872,0.124,0.0346,123.948,336774.0,4.0
253,Kölsch,Louisiana - Kevin de Vries Remix,0.78,0.631,5.0,-10.094,0.0,0.0469,0.00113,0.903,0.101,0.0384,125.005,364500.0,4.0
254,Fergie,Phenomenon,0.594,0.925,7.0,-5.697,1.0,0.0366,0.00753,0.842,0.0913,0.0396,129.954,199385.0,4.0
255,Jon Hopkins,Singularity - ANNA Remix,0.641,0.798,11.0,-9.09,1.0,0.0368,0.00694,0.906,0.112,0.0241,126.99,511543.0,4.0
256,Enrico Sangiuliano,Hidden T,0.688,0.678,7.0,-10.087,1.0,0.0499,0.0132,0.864,0.0823,0.157,126.012,468822.0,4.0
257,Colin Callahan,In The Dark,0.726,0.576,2.0,-9.4,1.0,0.0351,0.00974,0.876,0.145,0.0568,123.992,249677.0,4.0
258,Stephan Jolk,Freedom,0.626,0.665,7.0,-10.134,0.0,0.0574,0.00775,0.756,0.0811,0.0327,125.009,240000.0,4.0
259,Tale Of Us,Time - feat. Jules Buckley,0.555,0.834,4.0,-11.908,0.0,0.0381,0.00198,0.88,0.0821,0.0404,126.0,310987.0,4.0
260,Lauren Mia,Ohm - Radio Edit,0.681,0.84,2.0,-9.681,1.0,0.0357,0.00814,0.805,0.0907,0.0366,126.986,261850.0,4.0
261,Haffenfold,Enigma,0.351,0.654,5.0,-8.735,0.0,0.0471,0.0181,0.831,0.0923,0.201,186.017,436968.0,3.0
262,CamelPhat,Silenced,0.594,0.92,10.0,-6.399,0.0,0.0509,0.035,0.0358,0.22,0.0356,121.97,232246.0,4.0
263,Claptone,Queen of Ice - Nora En Pure Club Mix,0.714,0.891,6.0,-6.752,1.0,0.0381,0.0513,0.0837,0.152,0.0415,123.0,255122.0,4.0
264,KRCL,Tor Ether Neue,0.553,0.937,7.0,-7.571,0.0,0.0401,0.437,0.933,0.0968,0.153,127.006,247559.0,4.0
265,Graumann,Crystal 22 - Original Mix,0.649,0.866,11.0,-7.945,1.0,0.0328,0.000534,0.8,0.135,0.0727,124.008,436573.0,4.0
266,Carlos Barbero,Wake Up,0.713,0.939,7.0,-8.89,1.0,0.0883,0.0469,0.673,0.0627,0.611,121.996,452459.0,4.0
267,Marsias,Falling Into Your Arms,0.676,0.782,8.0,-8.344,0.0,0.0511,0.449,0.215,0.162,0.345,124.012,172788.0,4.0
268,Spada,Gone,0.597,0.961,5.0,-6.114,1.0,0.04,0.000781,0.479,0.163,0.155,125.993,192758.0,4.0
269,Monarke,X,0.768,0.723,11.0,-11.507,1.0,0.0447,0.000176,0.812,0.0994,0.1,122.012,409254.0,4.0
270,Space Motion,Reflection,0.702,0.595,7.0,-8.321,1.0,0.0463,0.00041,0.787,0.029,0.104,123.986,447581.0,4.0
271,Lauren Mia,Converge,0.593,0.701,2.0,-9.216,1.0,0.0351,0.0236,0.416,0.109,0.0654,124.012,377047.0,4.0
272,KEYMAK,Escape,0.575,0.903,1.0,-7.325,1.0,0.0445,0.042,0.0672,0.38,0.113,122.031,198791.0,4.0
273,Tinlicker,Be Here and Now,0.561,0.63,1.0,-8.019,0.0,0.0344,0.108,0.178,0.134,0.0378,121.998,209699.0,4.0
274,Precursor (NL),Biomarker - Hunter/Game Remix,0.578,0.647,6.0,-11.684,0.0,0.0372,0.048,0.711,0.118,0.471,124.031,294194.0,4.0
275,Stephan Bodzin,Boavista - Innellea Remix,0.689,0.773,0.0,-7.786,0.0,0.0512,0.0673,0.794,0.103,0.141,123.993,408003.0,4.0
276,KAS:ST,Letters - NTO Remix,0.493,0.56,4.0,-10.844,0.0,0.0518,0.0934,0.806,0.113,0.401,119.362,365971.0,4.0
277,Monolink,Swallow - Tale Of Us Remix,0.737,0.609,6.0,-10.034,1.0,0.0584,0.301,0.756,0.0919,0.176,124.006,445151.0,3.0
278,ASHER SWISSA,Restless,0.792,0.905,11.0,-9.676,0.0,0.0474,0.00452,0.787,0.0851,0.0324,121.992,403286.0,4.0
279,NTO,Loving You Like Always - Sainte Vie Remix,0.647,0.794,7.0,-11.599,1.0,0.0447,0.0417,0.799,0.113,0.374,123.979,412860.0,4.0
280,GRAZZE,Waiting,0.611,0.926,0.0,-7.962,1.0,0.0393,0.000106,0.581,0.119,0.106,123.027,259512.0,4.0
281,widerberg,Destroying the Commons,0.651,0.838,5.0,-6.283,0.0,0.0566,0.112,0.335,0.141,0.0937,122.013,146147.0,4.0
282,David Guetta,Permanence,0.32,0.799,2.0,-10.464,1.0,0.389,0.0564,0.584,0.31,0.032,165.492,231290.0,3.0
283,Jonas Saalbach,Transformation,0.57,0.854,10.0,-10.22,0.0,0.0408,0.0859,0.846,0.107,0.286,123.514,397073.0,4.0
284,Paige,Lonely Night,0.599,0.769,7.0,-9.62,1.0,0.0406,0.0916,0.888,0.283,0.0826,120.983,258197.0,4.0
285,Röyksopp,What Else Is There? - ARTBAT Remix,0.712,0.51,1.0,-11.192,0.0,0.0348,0.0254,0.231,0.111,0.0407,124.003,474825.0,4.0
286,CamelPhat,For a Feeling (feat. RHODES) - Layton Giordani Remix,0.787,0.831,7.0,-5.137,1.0,0.059,0.00344,0.698,0.0927,0.0389,127.999,484219.0,4.0
287,Sascha Braemer,Tension - Original Mix,0.694,0.715,3.0,-12.338,0.0,0.0405,0.473,0.87,0.103,0.581,121.998,411148.0,4.0
288,widerberg,Biologically Unique,0.865,0.621,11.0,-6.86,0.0,0.08,0.00118,0.000173,0.269,0.507,123.017,190000.0,4.0
289,KIDSØ,Finja - Peer Kusiv Remix,0.626,0.846,5.0,-8.996,0.0,0.0286,0.00184,0.71,0.111,0.354,122.995,461501.0,4.0
290,Mind Against,Closer,0.591,0.633,11.0,-12.927,1.0,0.0355,0.00963,0.812,0.104,0.0789,120.01,424617.0,4.0
291,Eelke Kleijn,Oscillations,0.694,0.675,0.0,-7.716,0.0,0.0308,0.00664,0.345,0.145,0.0642,123.021,305007.0,4.0
292,Cosmic Gate,Blame - Pavel Khvaleev Remix,0.637,0.913,10.0,-7.227,0.0,0.0537,0.19,0.796,0.107,0.175,124.002,229657.0,4.0
293,Re.You,Rain - Day Vision,0.684,0.482,7.0,-13.516,1.0,0.0372,0.000633,0.29,0.11,0.122,119.994,386878.0,4.0
294,KAS:ST,"Who's to Say What's Real - Mind Against, Colyn Remix",0.758,0.584,11.0,-11.259,0.0,0.0593,0.00914,0.853,0.0901,0.0352,122.994,455046.0,4.0
295,Tinlicker,Light Beam,0.543,0.835,7.0,-8.139,1.0,0.0337,0.000362,0.84,0.229,0.0809,123.967,227835.0,4.0
296,Cristoph,The World You See,0.545,0.903,10.0,-7.279,0.0,0.0485,0.0119,0.0647,0.0803,0.0398,126.0,217515.0,4.0
297,Solomun,Home,0.679,0.707,2.0,-11.453,1.0,0.04,0.00634,0.855,0.18,0.258,120.007,221091.0,4.0
298,widerberg,Vera,0.802,0.72,6.0,-10.309,0.0,0.0552,0.616,0.903,0.0889,0.179,121.994,383607.0,4.0
299,Stephan Jolk,Morgen,0.701,0.675,10.0,-16.861,0.0,0.0415,0.169,0.92,0.113,0.0275,123.988,379028.0,4.0
300,WhoMadeWho,Abu Simbel,0.443,0.705,0.0,-8.673,0.0,0.0335,0.0166,0.797,0.179,0.073,117.991,226653.0,4.0
301,Seawayz,Loose - Can Yıldızay Remix,0.682,0.941,11.0,-6.744,1.0,0.0341,0.000272,0.824,0.045,0.161,122.992,300000.0,4.0
302,Alessandro Martire,Breath - Mathame Remix,0.749,0.641,1.0,-12.407,1.0,0.054,0.0221,0.881,0.108,0.377,124.993,314880.0,4.0
303,HOSH,Midnight (The Hanging Tree),0.655,0.893,7.0,-5.127,1.0,0.0428,0.00243,0.00888,0.124,0.538,123.992,178823.0,4.0
304,Several Definitions,Sharks - Jerome Isma-Ae & Alastor Remix,0.572,0.784,2.0,-10.4,1.0,0.0395,0.00378,0.944,0.0983,0.0749,124.005,433548.0,4.0
305,Stephan Bodzin,Lll - Ben Böhmer Remix,0.57,0.681,8.0,-11.716,0.0,0.0365,0.33,0.862,0.108,0.25,124.002,392405.0,4.0
306,Dirty South,Shelter,0.647,0.768,0.0,-8.725,0.0,0.0322,0.00392,0.684,0.162,0.175,122.014,265574.0,4.0
307,Colyn,Wait For You,0.803,0.792,5.0,-6.623,0.0,0.0523,0.00808,0.82,0.0934,0.201,123.997,465200.0,4.0
308,Paige,Alchemy,0.612,0.925,1.0,-9.586,1.0,0.0367,0.00443,0.604,0.138,0.0397,123.999,278710.0,4.0
309,Reezer,Loneliness,0.574,0.862,8.0,-8.634,0.0,0.0399,0.011,0.531,0.0764,0.101,122.069,228197.0,3.0
310,Enamour,Blue Rose,0.651,0.832,11.0,-8.751,0.0,0.0359,0.0756,0.944,0.212,0.0361,122.017,289180.0,4.0
311,David Lindmer,Altered State,0.697,0.855,10.0,-10.363,0.0,0.0437,0.221,0.584,0.111,0.0319,125.0,276480.0,4.0
312,Monkey Safari,Safe - Joris Voorn Remix,0.608,0.637,1.0,-9.265,1.0,0.0329,0.00178,0.575,0.178,0.191,126.023,294010.0,4.0
313,Joachim Pastor,Wardenclyffe - Mees Salomé Remix,0.479,0.91,7.0,-10.263,1.0,0.0371,0.00448,0.883,0.0673,0.0382,123.019,234390.0,4.0
314,Maxim Lany,Beast,0.718,0.808,9.0,-9.32,0.0,0.04,0.0301,0.798,0.115,0.227,124.001,209184.0,4.0
315,The Angels,Feeling Good - Radio Edit,0.753,0.648,1.0,-10.114,1.0,0.0596,0.00969,0.741,0.103,0.336,122.02,289180.0,4.0
316,Citadelle,Needed You Most,0.525,0.884,1.0,-7.671,0.0,0.0389,0.0637,0.663,0.0412,0.0374,121.975,200656.0,4.0
317,ARTBAT,Keep Calm - Edit,0.668,0.703,11.0,-9.417,1.0,0.0422,0.22,0.72,0.13,0.198,126.003,274286.0,4.0
318,Monkey Safari,Hi & Low,0.655,0.771,11.0,-10.241,1.0,0.0339,0.106,0.791,0.0995,0.166,120.995,436563.0,4.0
319,Eelke Kleijn,Transmission,0.724,0.91,2.0,-6.508,1.0,0.041,0.000236,0.921,0.0883,0.583,124.008,274750.0,4.0
320,Lane 8,Watermelon Wormhole,0.479,0.6,8.0,-10.767,0.0,0.037,0.668,0.957,0.115,0.1,124.949,353280.0,4.0
321,Cassian,React,0.677,0.964,4.0,-6.555,0.0,0.0486,0.000654,0.873,0.0851,0.0346,121.987,287258.0,4.0
322,Patrice Bäumel,Zero Gravity feat. Sylvain Chauveau,0.533,0.633,1.0,-12.115,1.0,0.0374,0.000344,0.864,0.127,0.544,123.008,276349.0,4.0
323,Matchy,Revelation,0.753,0.882,5.0,-8.291,0.0,0.0435,0.00253,0.884,0.0967,0.0322,124.019,439601.0,4.0
324,Hidden Empire,Voices of Salvation,0.792,0.746,1.0,-9.169,1.0,0.0501,0.000126,0.892,0.0805,0.0607,121.995,400471.0,4.0
325,Eran Hersh,Ave,0.719,0.847,6.0,-10.25,0.0,0.0498,0.000174,0.72,0.0657,0.344,122.044,379180.0,4.0
326,Bock & Fuchs,Rabbit Hole - Third Person Remix,0.662,0.889,2.0,-7.678,1.0,0.0351,0.000119,0.78,0.109,0.109,123.99,437419.0,4.0
327,Kennedy One,Voyager,0.748,0.919,2.0,-8.788,1.0,0.041,0.00163,0.879,0.0794,0.22,124.033,217179.0,4.0
328,Tim Engelhardt,Firestorm,0.693,0.778,2.0,-8.735,1.0,0.0388,0.0215,0.85,0.107,0.0504,123.006,337347.0,4.0
329,Blanka Barbara,Rebirth,0.568,0.832,7.0,-10.487,1.0,0.0327,0.000113,0.884,0.138,0.0396,122.998,507317.0,4.0
330,Anyma,Consciousness,0.596,0.837,7.0,-5.983,0.0,0.0488,0.0775,0.806,0.297,0.0954,125.93,274552.0,3.0
331,Giorgia Angiuli,A Time To,0.606,0.728,6.0,-14.006,1.0,0.0364,0.113,0.639,0.119,0.0367,121.011,231980.0,4.0
332,Sevenn,Kanima - Radio Edit,0.79,0.894,11.0,-6.426,0.0,0.0534,0.034,0.846,0.129,0.35,123.988,157181.0,4.0
333,8Kays,Rainbow,0.724,0.928,11.0,-7.874,1.0,0.0736,0.000109,0.939,0.0885,0.231,122.01,369250.0,4.0
334,Anden,Grouplove,0.626,0.793,5.0,-9.291,0.0,0.0325,0.0843,0.601,0.182,0.145,123.995,193624.0,4.0
335,Sultan + Shepard,Indigo,0.606,0.738,7.0,-7.976,1.0,0.0397,0.437,0.889,0.131,0.0364,122.051,302828.0,4.0
336,Adam Port,Working for It,0.802,0.535,0.0,-8.444,1.0,0.0902,0.000704,0.577,0.079,0.549,122.002,457512.0,4.0
337,Anden,Rewind,0.728,0.938,7.0,-7.919,1.0,0.0406,0.00558,0.622,0.0926,0.0651,123.998,213318.0,4.0
338,Giorgia Angiuli,Nevermind - Armonica Remix,0.692,0.443,2.0,-12.472,1.0,0.0745,0.000475,0.869,0.0964,0.0375,121.972,345941.0,4.0
339,High On Mars,The Power Plant - Bardeeya Remix,0.798,0.736,10.0,-9.316,0.0,0.0611,0.0142,0.921,0.086,0.0644,125.001,404040.0,3.0
340,Moderna,Papa En Roy,0.789,0.406,11.0,-8.926,0.0,0.0483,0.163,0.745,0.105,0.196,121.981,438494.0,4.0
341,Philipp Straub,Metatron,0.754,0.419,1.0,-14.501,1.0,0.0486,0.0195,0.945,0.108,0.108,122.003,380468.0,4.0
342,Stephan Bodzin,Boavista,0.642,0.639,8.0,-12.899,1.0,0.0553,0.186,0.905,0.0918,0.131,124.002,457021.0,3.0
343,Hannes Bieger,Burn Your Love,0.8,0.57,1.0,-12.912,1.0,0.054,0.00406,0.832,0.112,0.053,123.992,458351.0,4.0
344,Pig&Dan,The Entrance,0.722,0.715,10.0,-11.239,0.0,0.0471,0.00102,0.91,0.108,0.0762,129.994,254842.0,4.0
345,Julian Wassermann,My Enemy,0.769,0.561,8.0,-9.456,0.0,0.0662,0.242,0.662,0.0837,0.0389,123.009,413243.0,4.0
346,Simao,The Light,0.732,0.742,1.0,-10.72,1.0,0.0506,0.0488,0.901,0.103,0.345,122.006,380864.0,4.0
347,Cristoph,Out Of Reach,0.504,0.762,10.0,-7.861,0.0,0.036,0.00102,0.701,0.128,0.0317,123.968,255992.0,4.0
348,Rene Wise,190209.2,0.751,0.869,10.0,-10.499,0.0,0.0455,0.0426,0.94,0.111,0.422,132.997,370162.0,4.0
349,Âme,Pink Elephant,0.808,0.537,6.0,-10.282,0.0,0.0661,0.171,0.941,0.0949,0.495,122.992,345823.0,4.0
350,The Element MT,No Future,0.692,0.595,2.0,-12.172,1.0,0.048,0.0843,0.886,0.111,0.035,125.0,372693.0,4.0
351,Vito Kalani,Rainfall,0.715,0.478,1.0,-16.543,1.0,0.0456,0.429,0.901,0.113,0.114,123.997,351161.0,4.0
352,Furia,Jump into the Dark - Mainterm Remix Edit,0.56,0.846,5.0,-6.46,1.0,0.0489,0.0199,0.713,0.119,0.0472,125.94,344762.0,4.0
353,Furia,Cies,0.7,0.95,7.0,-5.512,1.0,0.0462,0.00756,0.8,0.33,0.0734,126.005,248214.0,4.0
354,Final Request,One Way to Know - Kevin De Vries Remix,0.611,0.75,7.0,-7.511,1.0,0.0556,0.00171,0.894,0.109,0.0975,123.988,401596.0,4.0
355,GrooveANDyes,Sky Movement - The Second Wave Remix Edit,0.688,0.836,8.0,-8.609,1.0,0.0555,0.0231,0.749,0.103,0.0329,129.006,349971.0,4.0
356,Mainterm,Waves of the Past,0.675,0.666,11.0,-7.521,0.0,0.0409,0.000609,0.861,0.1,0.117,124.022,320993.0,4.0
357,Furia,Runner - Teenage Mutants Remix Edit,0.734,0.879,11.0,-5.799,0.0,0.103,0.0131,0.885,0.093,0.358,131.969,281818.0,4.0
358,GrooveANDyes,Sky Movement,0.496,0.986,7.0,-4.015,1.0,0.0675,0.00232,0.711,0.382,0.0382,128.965,364884.0,4.0
359,Teenage Mutants,Shadows,0.677,0.904,0.0,-5.56,1.0,0.0798,0.000635,0.819,0.0647,0.328,131.013,393914.0,4.0
360,Evan De Novellis,Satellite,0.725,0.749,9.0,-8.66,1.0,0.0489,0.00018,0.913,0.0667,0.27,123.006,391250.0,4.0
361,Evan De Novellis,Conscience,0.726,0.815,7.0,-8.332,1.0,0.0621,0.000126,0.837,0.11,0.0599,127.013,400875.0,4.0
362,Marino Canal,Dreamstate,0.721,0.515,5.0,-14.243,0.0,0.0451,0.115,0.86,0.1,0.22,120.021,508000.0,4.0
363,RÜFÜS DU SOL,I Don't Wanna Leave - Innellea Remix,0.414,0.626,7.0,-6.728,0.0,0.0347,0.0274,0.187,0.0908,0.0569,121.979,383293.0,4.0
364,Furia,Ethereal,0.553,0.99,2.0,-6.435,0.0,0.0364,0.000162,0.918,0.172,0.0353,123.99,280125.0,4.0
365,Furia,Jump into the Dark,0.579,0.947,7.0,-5.582,0.0,0.0434,0.0362,0.0583,0.357,0.247,125.87,241875.0,4.0
366,2088,Persevere,0.624,0.792,0.0,-7.783,0.0,0.0376,0.00733,0.847,0.24,0.121,122.017,293115.0,4.0
